step,loss,val_gap,lr
500,3.882385730743408,0.08891832828521729,0.0009865224352899118
1000,3.8670337200164795,0.09270328283309937,0.0008431208189343669
1500,3.734905242919922,0.10139429569244385,0.0005868240888334653
2000,3.7657358646392822,0.09840661287307739,0.0003019601169804216
2500,3.76530122756958,0.0981827974319458,8.225609429353187e-05
3000,3.727715253829956,0.09727370738983154,0.0
