step,loss,val_gap,lr
500,3.9580347537994385,0.10627824068069458,9.865224352899119e-05
1000,3.9207968711853027,0.11260175704956055,8.43120818934367e-05
1500,3.7947041988372803,0.11033689975738525,5.868240888334653e-05
2000,3.8200175762176514,0.10952335596084595,3.019601169804216e-05
2500,3.8401377201080322,0.11172473430633545,8.225609429353187e-06
3000,3.7924015522003174,0.11191016435623169,0.0
