protocol,emb,ARI_mean,ARI_std,NMI_mean,NMI_std,purity_mean,purity_std,K_mean,K_std,K_min,K_max,noise_mean,noise_std
P0,128D,0.5579717010411256,0.040441000877406666,0.751301103249056,0.026841114680013226,0.7138117283950617,0.030559257476210584,16.533333333333335,1.3597385369580761,14,19,0.16189814814814815,0.03114308413643445
P0,CosFace,0.3680729160190655,0.02213207603658375,0.6367306232725684,0.011213585291505216,0.917283950617284,0.014491472062430332,43.333333333333336,9.46337971105226,31,61,0.436574074074074,0.0372137950352237
P1,128D,0.6301620494514844,0.02926864364339231,0.7990875695902738,0.02747963838235048,0.7942746913580248,0.054898797199974814,20.6,2.870540018881465,17,27,0.13078703703703703,0.04699222311108307
P1,CosFace,0.7722957956758612,0.03670656952110712,0.928165412718924,0.013284125228832126,0.799320987654321,0.04575575385480522,16.333333333333332,0.9428090415820634,14,17,0.0076388888888888895,0.003613879913509002
P2,128D,0.567387288574401,0.048029651265724,0.752078076808701,0.031247926926781397,0.7785493827160492,0.05760864685003008,25.133333333333333,3.6123245824384176,19,34,0.16791666666666666,0.04775501299942465
P2,CosFace,0.21081587751264708,0.030988846641355833,0.6814099065323638,0.008835514060735303,0.9777160493827161,0.0068847572126954845,153.46666666666667,23.87430045513841,119,189,0.13253086419753088,0.05239470483262397
P3,128D,0.6988165123233682,0.055168478352855696,0.8234292082748287,0.026757498510134942,0.8108796296296296,0.04301488189004629,17.533333333333335,1.9955506062794355,15,21,0.12566358024691357,0.024655384674470628
P3,CosFace,0.7648292975913525,0.03407644579897961,0.9288087934370354,0.012517076130400553,0.7583333333333333,0.025444718491884143,13.6,0.48989794855663554,13,14,0.005308641975308642,0.0037320162694108234
